Format,1,,,,,,,
Emerald Version,3.5.5.0,,,,,,,
Station ID,G21-9800,,,,,,,
Environment,Emerald,,,,,,,
Test Name,CYCLE 3 ~ AN 6BAR 80C, CA 28.5BAR CV,,,,,,,
2024-06-22 05:50:59.305,26.008,,0.039830,-0.000381,0.000190,-1.470762,0.055079,-0.029286
2024-06-22 05:50:59.405,26.108,,0.044570,0.000191,0.000190,-1.478007,0.050012,-0.029560
2024-06-22 05:50:59.505,26.208,,0.049320,-0.000191,0.000571,-0.721240,0.055030,-0.029560
2024-06-22 05:50:59.606,26.309,,0.054060,-0.000191,0.000190,-0.427452,0.059982,-0.014425
2024-06-22 05:50:59.705,26.408,,0.059750,-0.000191,0.000571,-0.213775,0.064975,-0.004276
2024-06-22 05:50:59.805,26.508,,0.064490,-0.000191,0.000381,-0.036963,0.069919,-0.004276
2024-06-22 05:50:59.905,26.608,,0.069230,-0.000191,0.000190,0.116156,0.075004,-0.000739
2024-06-22 05:51:00.005,26.708,,0.074920,-0.000191,0.000381,0.254511,0.079919,0.005090
2024-06-22 05:51:00.105,26.808,,0.079660,-0.000191,0.000190,0.381290,0.084931,0.005090
2024-06-22 05:51:00.205,26.908,,0.084400,-0.000191,0.000190,0.497085,0.089857,0.007626
2024-06-22 05:51:00.305,27.008,,0.089150,-0.000191,0.000190,0.606872,0.094980,0.012137
2024-06-22 05:51:00.405,27.108,,0.093890,-0.000191,0.000190,0.709345,0.099897,0.012137
2024-06-22 05:51:00.505,27.208,,0.093890,0.000000,0.000381,0.806848,0.104877,0.014187
2024-06-22 05:51:00.605,27.308,,0.099580,0.000000,0.000190,0.899532,0.109853,0.017991
2024-06-22 05:51:00.705,27.408,,0.104320,0.000000,0.000190,0.988302,0.114868,0.017991
2024-06-22 05:51:00.805,27.508,,0.109060,-0.000191,0.000000,1.074572,0.119861,0.021491
2024-06-22 05:51:00.905,27.608,,0.114750,-0.000191,0.000571,1.157554,0.124837,0.023151
2024-06-22 05:51:01.005,27.708,,0.119490,-0.000191,0.000381,1.239093,0.129813,0.023151
2024-06-22 05:51:01.105,27.808,,0.124240,0.000000,0.000190,1.318205,0.134832,0.026364
2024-06-22 05:51:01.205,27.908,,0.128980,-0.000191,0.000190,1.395829,0.139841,0.027917
2024-06-22 05:51:01.305,28.008,,0.134670,-0.000191,0.000381,1.471802,0.144812,0.027917
2024-06-22 05:51:01.405,28.108,,0.139410,-0.000191,0.000381,1.545529,0.149813,0.030911
2024-06-22 05:51:01.505,28.208,,0.145100,0.000000,0.000190,1.617005,0.154832,0.032340
2024-06-22 05:51:01.605,28.308,,0.149840,-0.000191,0.000190,1.686519,0.159854,0.032340
2024-06-22 05:51:01.705,28.408,,0.159330,-0.000191,0.000190,1.752029,0.164847,0.035041
2024-06-22 05:51:01.805,28.508,,0.164070,0.000000,0.000381,1.815131,0.169808,0.036303
2024-06-22 05:51:01.905,28.608,,0.169760,-0.000191,0.000000,1.874259,0.174889,0.036303
2024-06-22 05:51:02.005,28.708,,0.174500,-0.000191,0.000381,1.929245,0.179837,0.037485
2024-06-22 05:51:02.105,28.808,,0.179240,-0.000191,0.000381,1.982246,0.184824,0.039645
2024-06-22 05:51:02.205,28.908,,0.183980,-0.000191,0.000190,2.032777,0.189833,0.040656
2024-06-22 05:51:02.305,29.008,,0.189670,-0.000191,0.000190,2.081150,0.194766,0.040656
2024-06-22 05:51:02.405,29.108,,0.194420,0.000000,0.000190,2.128649,0.199841,0.042573
2024-06-22 05:51:02.505,29.208,,0.199160,0.000000,0.000190,2.175237,0.204795,0.043505
2024-06-22 05:51:02.605,29.308,,0.204850,0.000191,0.000190,2.224499,0.209798,0.043505
2024-06-22 05:51:02.705,29.408,,0.209590,0.000000,0.000190,2.274185,0.214808,0.045484
2024-06-22 05:51:02.805,29.508,,0.214330,0.000000,0.000381,2.328792,0.219845,0.046576
2024-06-22 05:51:02.905,29.608,,0.219070,0.000191,0.000190,2.386460,0.224801,0.046576
2024-06-22 05:51:03.005,29.708,,0.223820,0.000191,0.000190,2.449454,0.229797,0.048989
2024-06-22 05:51:03.105,29.808,,0.229510,-0.000191,0.000190,2.518488,0.234744,0.050370
2024-06-22 05:51:03.205,29.908,,0.234250,0.000000,0.000190,2.592209,0.239795,0.050370
2024-06-22 05:51:03.305,30.008,,0.238990,0.000000,0.000190,2.668495,0.244705,0.053370
2024-06-22 05:51:03.405,30.108,,0.244680,0.000000,0.000000,2.745887,0.249728,0.053370
2024-06-22 05:51:03.505,30.208,,0.249420,0.000000,0.000000,2.819927,0.254757,0.054918
2024-06-22 05:51:03.606,30.309,,0.254160,0.000000,0.000000,2.885537,0.259825,0.057711
2024-06-22 05:51:03.705,30.408,,0.254160,-0.000191,0.000190,2.933952,0.264798,0.057711
2024-06-22 05:51:03.805,30.508,,0.258900,0.000000,0.000190,2.956912,0.269797,0.059138
2024-06-22 05:51:03.905,30.608,,0.264590,0.000000,0.000381,2.947043,0.274761,0.058941
2024-06-22 05:51:04.005,30.708,,0.269340,0.000000,0.000190,2.907257,0.279829,0.058941
2024-06-22 05:51:04.105,30.808,,0.274080,0.000000,0.000190,2.850139,0.284766,0.057003
2024-06-22 05:51:04.205,30.908,,0.278820,0.000000,0.000571,2.787594,0.289788,0.057003
2024-06-22 05:51:04.305,31.008,,0.284510,0.000000,0.000571,2.728146,0.294728,0.054563
2024-06-22 05:51:04.405,31.108,,0.289250,0.000000,0.000190,2.672031,0.299836,0.053441
2024-06-22 05:51:04.505,31.208,,0.293990,0.000191,0.000190,2.623899,0.304804,0.053441
2024-06-22 05:51:04.605,31.308,,0.298740,0.000000,0.000381,2.584815,0.309775,0.051696
2024-06-22 05:51:04.705,31.408,,0.304430,0.000000,0.000000,2.554611,0.314757,0.051696
2024-06-22 05:51:04.805,31.508,,0.309170,0.000191,0.000381,2.532901,0.319798,0.050658
2024-06-22 05:51:04.905,31.608,,0.313910,0.000191,0.000381,2.518653,0.324751,0.050373
2024-06-22 05:51:05.006,31.709,,0.318650,0.000000,0.000000,2.510595,0.329750,0.050373
2024-06-22 05:51:05.105,31.808,,0.324340,-0.000191,0.000000,2.507039,0.334733,0.050141
2024-06-22 05:51:05.205,31.908,,0.329080,0.000191,0.000381,2.503000,0.339786,0.050060
2024-06-22 05:51:05.305,32.008,,0.333830,0.000000,0.000190,2.494736,0.344754,0.050060
2024-06-22 05:51:05.405,32.108,,0.344260,0.000000,0.000190,2.480884,0.349780,0.049618
2024-06-22 05:51:05.505,32.208,,0.349000,0.000381,0.000190,2.460828,0.354708,0.049217
2024-06-22 05:51:05.605,32.308,,0.354690,0.000191,0.000190,2.440233,0.359808,0.049217
2024-06-22 05:51:05.705,32.408,,0.359430,0.000000,0.000381,2.419853,0.364791,0.048397
2024-06-22 05:51:05.805,32.508,,0.364170,0.000191,0.000571,2.401866,0.369807,0.048037
2024-06-22 05:51:05.905,32.608,,0.368920,0.000000,0.000571,2.387368,0.374796,0.048037
2024-06-22 05:51:06.005,32.708,,0.374610,0.000000,0.000381,2.375179,0.379838,0.047504
2024-06-22 05:51:06.105,32.808,,0.378400,0.000000,0.000190,2.367011,0.384755,0.047340
2024-06-22 05:51:06.205,32.908,,0.384090,0.000191,0.000381,2.361817,0.389798,0.047340
2024-06-22 05:51:06.305,33.008,,0.388830,0.000191,0.000190,2.358264,0.394783,0.047165
2024-06-22 05:51:06.405,33.108,,0.393570,0.000191,0.000000,2.357055,0.399806,0.047141
2024-06-22 05:51:06.505,33.208,,0.399260,0.000000,0.000190,2.357774,0.404762,0.047141
2024-06-22 05:51:06.605,33.308,,0.404010,0.000000,0.000190,2.359066,0.409754,0.047181
2024-06-22 05:51:06.705,33.408,,0.408750,0.000191,0.000571,2.363451,0.414786,0.047269
2024-06-22 05:51:06.805,33.508,,0.414440,0.000191,0.000190,2.367626,0.419813,0.047269
2024-06-22 05:51:06.905,33.608,,0.413490,0.000381,0.000571,2.373335,0.424805,0.047467
2024-06-22 05:51:07.005,33.708,,0.419180,0.000191,0.000381,2.379848,0.429796,0.047597
2024-06-22 05:51:07.105,33.808,,0.423920,0.000191,0.000381,2.386376,0.434766,0.047728
2024-06-22 05:51:07.205,33.908,,0.428660,0.000000,0.000190,2.394735,0.439803,0.047895
2024-06-22 05:51:07.305,34.008,,0.434350,0.000191,0.000381,2.402349,0.444765,0.048047
2024-06-22 05:51:07.405,34.108,,0.439090,0.000191,0.000571,2.410866,0.449715,0.048217
2024-06-22 05:51:07.505,34.208,,0.443840,0.000000,0.000190,2.419755,0.454759,0.048217
2024-06-22 05:51:07.605,34.308,,0.448580,0.000191,0.000381,2.428531,0.459823,0.048571
2024-06-22 05:51:07.705,34.408,,0.454270,0.000191,0.000190,2.438109,0.464811,0.048762
2024-06-22 05:51:07.805,34.508,,0.459010,0.000191,0.000190,2.447569,0.469820,0.048762
2024-06-22 05:51:07.905,34.608,,0.464700,0.000191,0.000190,2.457438,0.474746,0.049149
2024-06-22 05:51:08.005,34.708,,0.469440,0.000191,0.000381,2.467647,0.479833,0.049149
2024-06-22 05:51:08.105,34.808,,0.474180,0.000191,0.000190,2.477038,0.484801,0.049541
2024-06-22 05:51:08.205,34.908,,0.478930,0.000191,0.000381,2.487402,0.489780,0.049748
2024-06-22 05:51:08.305,35.008,,0.488410,0.000191,0.000381,2.497725,0.494798,0.049954
2024-06-22 05:51:08.405,35.108,,0.494100,0.000191,0.000381,2.507025,0.499802,0.050141
2024-06-22 05:51:08.505,35.208,,0.498840,0.000381,0.000381,2.518348,0.504762,0.050367
2024-06-22 05:51:08.605,35.308,,0.503580,0.000191,0.000190,2.528596,0.509788,0.050572
2024-06-22 05:51:08.705,35.408,,0.509270,0.000191,0.000190,2.539911,0.514695,0.050798
2024-06-22 05:51:08.805,35.508,,0.514020,0.000191,0.000381,2.550784,0.519770,0.051016
2024-06-22 05:51:08.905,35.608,,0.518760,0.000191,0.000381,2.561190,0.524736,0.051224
2024-06-22 05:51:09.005,35.708,,0.524450,0.000381,0.000190,2.572853,0.529702,0.051224
2024-06-22 05:51:09.105,35.808,,0.529190,0.000191,0.000190,2.583731,0.534725,0.051675
2024-06-22 05:51:09.205,35.908,,0.533930,0.000191,0.000000,2.595893,0.539764,0.051918
2024-06-22 05:51:09.305,36.008,,0.538670,0.000191,0.000571,2.607689,0.544705,0.052154
2024-06-22 05:51:09.405,36.108,,0.543420,0.000191,0.000571,2.620436,0.549753,0.052409
2024-06-22 05:51:09.505,36.208,,0.549110,0.000381,0.000190,2.633099,0.554665,0.052662
2024-06-22 05:51:09.605,36.308,,0.553850,0.000381,0.000190,2.646008,0.559758,0.052920
2024-06-22 05:51:09.705,36.408,,0.559540,0.000191,0.000190,2.659558,0.564713,0.053191
2024-06-22 05:51:09.805,36.508,,0.564280,0.000381,0.000190,2.673888,0.569752,0.053478
2024-06-22 05:51:09.905,36.608,,0.569020,0.000381,0.000381,2.688078,0.574762,0.053762
2024-06-22 05:51:10.005,36.708,,0.573760,0.000191,0.000000,2.702886,0.579811,0.054058
2024-06-22 05:51:10.105,36.808,,0.575660,0.000191,0.000000,2.718016,0.584750,0.054360
2024-06-22 05:51:10.205,36.908,,0.578500,0.000191,0.000381,2.734029,0.589742,0.054681
2024-06-22 05:51:10.305,37.008,,0.583250,0.000381,0.000571,2.750393,0.594710,0.055008
2024-06-22 05:51:10.405,37.108,,0.588940,0.000191,0.000381,2.766965,0.599764,0.055339
2024-06-22 05:51:10.505,37.208,,0.593680,0.000381,0.000381,2.784639,0.604685,0.055693
2024-06-22 05:51:10.605,37.308,,0.598420,0.000000,0.000190,2.802210,0.609706,0.056044
2024-06-22 05:51:10.705,37.408,,0.603160,0.000381,0.000000,2.820012,0.614683,0.056044
2024-06-22 05:51:10.805,37.508,,0.608850,0.000191,0.000381,2.839200,0.619764,0.056784
2024-06-22 05:51:10.905,37.608,,0.613590,0.000191,0.000190,2.858058,0.624722,0.057161
2024-06-22 05:51:11.005,37.708,,0.619280,0.000191,0.000190,2.878134,0.629748,0.057563
2024-06-22 05:51:11.105,37.808,,0.624030,0.000191,0.000381,2.897872,0.634688,0.057957
2024-06-22 05:51:11.205,37.908,,0.628770,0.000000,0.000000,2.917804,0.639767,0.058356
2024-06-22 05:51:11.305,38.008,,0.633510,-0.000191,0.000000,2.938448,0.644690,0.058769
2024-06-22 05:51:11.405,38.108,,0.643940,0.000381,0.000190,2.959311,0.649704,0.059186
2024-06-22 05:51:11.506,38.209,,0.648680,0.000191,0.000190,2.979766,0.654649,0.059595
2024-06-22 05:51:11.605,38.308,,0.654370,0.000191,0.000381,3.001029,0.659763,0.060021
2024-06-22 05:51:11.705,38.408,,0.654370,0.000000,0.000000,3.021476,0.664691,0.060430
2024-06-22 05:51:11.805,38.508,,0.659120,0.000191,0.000000,3.042838,0.669765,0.060857
2024-06-22 05:51:11.905,38.608,,0.668600,0.000381,0.000190,3.063901,0.674728,0.061278
2024-06-22 05:51:12.005,38.708,,0.673340,0.000000,0.000190,3.085403,0.679774,0.061708
2024-06-22 05:51:12.105,38.808,,0.679030,0.000000,0.000190,3.106121,0.684709,0.062122
2024-06-22 05:51:12.205,38.908,,0.683770,0.000000,0.000571,3.126854,0.689719,0.062537
2024-06-22 05:51:12.305,39.008,,0.688520,0.000191,0.000190,3.147810,0.694698,0.062956
2024-06-22 05:51:12.405,39.108,,0.694210,0.000000,0.000381,3.171016,0.699774,0.062956
2024-06-22 05:51:12.505,39.208,,0.698950,0.000191,0.000190,3.189126,0.704665,0.063783
2024-06-22 05:51:12.605,39.308,,0.703690,0.000191,0.000571,3.208569,0.709754,0.064171
2024-06-22 05:51:12.705,39.408,,0.708430,0.000191,0.000381,3.227768,0.714691,0.064555
2024-06-22 05:51:12.805,39.508,,0.714120,0.000191,0.000000,3.247806,0.719716,0.064555
2024-06-22 05:51:12.905,39.608,,0.718860,0.000191,0.000000,3.266380,0.724688,0.064956
2024-06-22 05:51:13.005,39.708,,0.723610,0.000000,0.000381,3.284649,0.729698,0.065328
2024-06-22 05:51:13.105,39.808,,0.728350,0.000191,0.000190,3.303192,0.734665,0.065693
2024-06-22 05:51:13.205,39.908,,0.734040,0.000191,0.000381,3.320117,0.739751,0.066064
2024-06-22 05:51:13.305,40.008,,0.737830,-0.000191,0.000381,3.337172,0.744665,0.066402
2024-06-22 05:51:13.405,40.108,,0.738780,0.000000,0.000381,3.353944,0.749691,0.066743
2024-06-22 05:51:13.505,40.208,,0.743520,0.000000,0.000190,3.369605,0.754673,0.067079
2024-06-22 05:51:13.605,40.308,,0.748260,0.000000,0.000381,3.385228,0.759696,0.067392
2024-06-22 05:51:13.705,40.408,,0.753000,0.000191,0.000190,3.399019,0.764661,0.067705
2024-06-22 05:51:13.805,40.508,,0.758700,-0.000381,0.000190,3.413119,0.769688,0.067980
2024-06-22 05:51:13.905,40.608,,0.763440,-0.000191,0.000381,3.426582,0.774704,0.068262
2024-06-22 05:51:14.005,40.708,,0.768180,0.000000,0.000190,3.438395,0.779747,0.068532
2024-06-22 05:51:14.105,40.808,,0.772920,0.000000,0.000571,3.450281,0.784684,0.068768
2024-06-22 05:51:14.205,40.908,,0.778610,0.000191,0.000381,3.460640,0.789737,0.069006
2024-06-22 05:51:14.305,41.008,,0.783350,0.000000,0.000190,3.471269,0.794648,0.069213
2024-06-22 05:51:14.405,41.108,,0.789040,-0.000191,0.000381,3.481515,0.799715,0.069425
2024-06-22 05:51:14.505,41.208,,0.793780,0.000000,0.000190,3.489554,0.804690,0.069630
2024-06-22 05:51:14.605,41.308,,0.798530,0.000191,0.000190,3.498044,0.809640,0.069791
2024-06-22 05:51:14.705,41.408,,0.803270,-0.000191,0.000381,3.505704,0.814666,0.069961
2024-06-22 05:51:14.805,41.508,,0.808960,0.000191,0.000190,3.512356,0.819717,0.070114
2024-06-22 05:51:14.905,41.608,,0.813700,0.000000,0.000190,3.518520,0.824693,0.070247
2024-06-22 05:51:15.005,41.708,,0.824130,-0.000191,0.000381,3.523816,0.829735,0.070370
2024-06-22 05:51:15.105,41.808,,0.828870,0.000000,0.000190,3.529558,0.834660,0.070476
2024-06-22 05:51:15.205,41.908,,0.833620,0.000000,0.000190,3.534108,0.839781,0.070591
2024-06-22 05:51:15.305,42.008,,0.838360,0.003624,0.002857,3.537860,0.844710,0.070682
2024-06-22 05:51:15.405,42.108,,0.843100,-0.000572,-0.000381,3.541904,0.849687,0.070757
2024-06-22 05:51:15.505,42.208,,0.848790,0.000000,0.000190,3.545078,0.854692,0.070838
2024-06-22 05:51:15.605,42.308,,0.853530,0.000000,0.000381,3.547698,0.859744,0.070902
2024-06-22 05:51:15.705,42.408,,0.858270,0.000000,0.000190,3.549442,0.864672,0.070954
2024-06-22 05:51:15.805,42.508,,0.863020,-0.000191,0.000571,3.551534,0.869713,0.070989
2024-06-22 05:51:15.905,42.608,,0.868710,-0.000191,0.000000,3.553234,0.874699,0.071031
2024-06-22 05:51:16.005,42.708,,0.873450,-0.000381,0.000190,3.555129,0.879763,0.071065
2024-06-22 05:51:16.105,42.808,,0.878190,0.000191,0.000381,3.556053,0.884686,0.071103
2024-06-22 05:51:16.205,42.908,,0.883880,-0.000191,0.000571,3.556598,0.889703,0.071121
2024-06-22 05:51:16.305,43.008,,0.888620,-0.000191,0.000190,3.557102,0.894725,0.071132
2024-06-22 05:51:16.405,43.108,,0.893360,-0.000191,0.000000,3.557664,0.899756,0.071142
2024-06-22 05:51:16.505,43.208,,0.899050,-0.000191,0.000381,3.556645,0.904700,0.071153
2024-06-22 05:51:16.605,43.308,,0.898110,0.000000,0.000190,3.557283,0.909714,0.071133
2024-06-22 05:51:16.705,43.408,,0.903800,-0.000191,0.000571,3.557364,0.914659,0.071146
2024-06-22 05:51:16.805,43.508,,0.908540,-0.000191,0.000000,3.556884,0.919752,0.071147
2024-06-22 05:51:16.905,43.608,,0.913280,-0.000191,0.000000,3.556007,0.924656,0.071138
2024-06-22 05:51:17.005,43.708,,0.918970,-0.000381,0.000381,3.555117,0.929665,0.071120
2024-06-22 05:51:17.105,43.808,,0.923710,-0.000191,0.000381,3.553283,0.934632,0.071102
2024-06-22 05:51:17.205,43.908,,0.928450,-0.000191,0.000190,3.551927,0.939723,0.071066
2024-06-22 05:51:17.305,44.008,,0.933190,-0.000191,0.000381,3.549796,0.944668,0.071039
2024-06-22 05:51:17.406,44.109,,0.938890,0.000000,0.000381,3.549038,0.949667,0.070996
2024-06-22 05:51:17.505,44.208,,0.943630,-0.000381,0.000190,3.547586,0.954645,0.070981
2024-06-22 05:51:17.605,44.308,,0.948370,-0.000381,0.000381,3.546736,0.959666,0.070952
2024-06-22 05:51:17.705,44.408,,0.953110,-0.000191,0.000381,3.544617,0.964648,0.070935
2024-06-22 05:51:17.805,44.508,,0.958800,0.000000,-0.000190,3.542101,0.969629,0.070892
2024-06-22 05:51:17.905,44.608,,0.968280,-0.000381,0.000381,3.540847,0.974661,0.070842
2024-06-22 05:51:18.005,44.708,,0.973030,0.000000,0.000381,3.539462,0.979717,0.070817
2024-06-22 05:51:18.105,44.808,,0.977770,-0.000191,0.000381,3.536945,0.984683,0.070789
2024-06-22 05:51:18.205,44.908,,0.983460,-0.000191,0.000190,3.536283,0.989715,0.070739
2024-06-22 05:51:18.305,45.008,,0.988200,-0.000191,0.000190,3.534971,0.994652,0.070726
2024-06-22 05:51:18.405,45.108,,0.993890,-0.000191,0.000571,3.534256,0.999657,0.070699
2024-06-22 05:51:18.505,45.208,,0.998630,0.000000,0.000000,3.533401,1.004656,0.070685
2024-06-22 05:51:18.605,45.308,,1.003370,0.000000,0.000190,3.533693,1.009672,0.070668
2024-06-22 05:51:18.705,45.408,,1.008120,0.000000,0.000190,3.534517,1.014622,0.070674
2024-06-22 05:51:18.805,45.508,,1.012860,-0.000191,0.000381,3.534957,1.019714,0.070690
2024-06-22 05:51:18.905,45.608,,1.018550,0.000000,0.000190,3.536156,1.024644,0.070699
2024-06-22 05:51:19.005,45.708,,1.023290,-0.000191,0.000000,3.539001,1.029673,0.070723
2024-06-22 05:51:19.105,45.808,,1.028030,-0.000191,0.000190,3.540988,1.034662,0.070780
2024-06-22 05:51:19.205,45.908,,1.033720,-0.000191,0.000190,3.544900,1.039689,0.070820
2024-06-22 05:51:19.305,46.008,,1.038460,-0.000191,0.000381,3.548625,1.044675,0.070898
2024-06-22 05:51:19.405,46.108,,1.043210,-0.000191,0.000000,3.552609,1.049656,0.070973
2024-06-22 05:51:19.505,46.208,,1.047950,-0.000191,0.000000,3.558327,1.054641,0.071052
2024-06-22 05:51:19.605,46.308,,1.053640,0.000000,0.000381,3.564250,1.059667,0.071167
2024-06-22 05:51:19.705,46.408,,1.058380,-0.000381,0.000190,3.571186,1.064646,0.071285
2024-06-22 05:51:19.805,46.508,,1.057430,0.000000,0.000381,3.579236,1.069659,0.071424
2024-06-22 05:51:19.905,46.608,,1.063120,-0.000191,0.000190,3.587102,1.074632,0.071585
2024-06-22 05:51:20.005,46.708,,1.067860,0.000000,0.000381,3.597424,1.079715,0.071742
2024-06-22 05:51:20.105,46.808,,1.072610,0.000000,0.000190,3.607012,1.084679,0.071948
2024-06-22 05:51:20.205,46.908,,1.078300,0.000000,0.000190,3.618016,1.089633,0.072140
2024-06-22 05:51:20.305,47.008,,1.083040,-0.000191,0.000000,3.618016,1.089633,0.072360
2024-06-22 05:51:20.405,47.108,,1.087780,-0.000191,0.000190,3.642729,1.099737,0.072601
2024-06-22 05:51:20.505,47.208,,1.093470,-0.000381,0.000381,3.656170,1.104656,0.072855
2024-06-22 05:51:20.605,47.308,,1.098210,-0.000191,0.000000,3.673431,1.109712,0.073123
2024-06-22 05:51:20.705,47.408,,1.102950,0.000000,0.000381,3.686167,1.114639,0.073469
2024-06-22 05:51:20.805,47.508,,1.107690,-0.000191,0.000190,3.701884,1.119715,0.073723
2024-06-22 05:51:20.905,47.608,,1.117180,0.000000,0.000571,3.716777,1.124673,0.074038
2024-06-22 05:51:21.005,47.708,,1.122870,0.000000,0.000190,3.733963,1.129632,0.074336
2024-06-22 05:51:21.105,47.808,,1.128560,-0.000191,0.000190,3.751145,1.134645,0.074679
2024-06-22 05:51:21.206,47.909,,1.128560,-0.000191,0.000190,3.768208,1.139611,0.075023
2024-06-22 05:51:21.305,48.008,,1.133300,-0.000191,0.000190,3.786597,1.144654,0.075364
2024-06-22 05:51:21.405,48.108,,1.138040,-0.000191,0.000190,3.804511,1.149659,0.075732
2024-06-22 05:51:21.505,48.208,,1.143730,-0.000191,0.000381,3.823864,1.154617,0.076090
2024-06-22 05:51:21.605,48.308,,1.153220,-0.000381,0.000381,3.843719,1.159629,0.076477
2024-06-22 05:51:21.705,48.408,,1.157960,0.000000,0.000381,3.863740,1.164636,0.076874
2024-06-22 05:51:21.805,48.508,,1.162700,0.000000,0.000381,3.883924,1.169593,0.077275
2024-06-22 05:51:21.905,48.608,,1.168390,-0.000381,0.000190,3.902727,1.174602,0.077678
2024-06-22 05:51:22.005,48.708,,1.173130,-0.000191,0.000190,3.923137,1.179690,0.078055
2024-06-22 05:51:22.105,48.808,,1.177870,-0.000191,0.000571,3.943964,1.184654,0.078463
2024-06-22 05:51:22.205,48.908,,1.183560,0.000000,0.000381,3.964656,1.189685,0.078879
2024-06-22 05:51:22.305,49.008,,1.188310,0.000000,0.000190,3.985810,1.194634,0.079293
2024-06-22 05:51:22.405,49.108,,1.193050,-0.000191,0.000190,4.007024,1.199673,0.079716
2024-06-22 05:51:22.505,49.208,,1.197790,0.000000,0.000381,4.027718,1.204628,0.080140
2024-06-22 05:51:22.605,49.308,,1.202530,-0.000191,0.000381,4.049306,1.209631,0.080554
2024-06-22 05:51:22.705,49.408,,1.208220,0.000000,0.000571,4.070065,1.214639,0.080986
2024-06-22 05:51:22.805,49.508,,1.212960,0.000000,0.000000,4.091809,1.219647,0.081401
2024-06-22 05:51:22.905,49.608,,1.217710,-0.000191,0.000762,4.111617,1.224645,0.081836
2024-06-22 05:51:23.005,49.708,,1.220550,0.000000,0.000381,4.133056,1.229642,0.082232
2024-06-22 05:51:23.105,49.808,,1.223400,0.000000,0.000190,4.153645,1.234632,0.082661
2024-06-22 05:51:23.205,49.908,,1.228140,0.000000,0.000000,4.173582,1.239648,0.083073
2024-06-22 05:51:23.305,50.008,,1.232880,0.000000,0.000190,4.193933,1.244643,0.083472
2024-06-22 05:51:23.405,50.108,,1.238570,0.000000,0.000381,4.214025,1.249639,0.083879
2024-06-22 05:51:23.505,50.208,,1.243310,-0.000381,0.000190,4.233153,1.254617,0.084281
2024-06-22 05:51:23.605,50.308,,1.248050,-0.000191,0.000381,4.253955,1.259639,0.084663
2024-06-22 05:51:23.706,50.409,,1.252800,-0.000191,0.000381,4.272518,1.264632,0.085079
2024-06-22 05:51:23.805,50.508,,1.257540,0.000191,0.000381,4.292563,1.269624,0.085450
2024-06-22 05:51:23.905,50.608,,1.263230,0.000000,0.000190,4.310416,1.274616,0.085851
2024-06-22 05:51:24.005,50.708,,1.267970,0.000000,0.000381,4.328664,1.279608,0.086208
2024-06-22 05:51:24.105,50.808,,1.272710,0.000191,0.000190,4.346160,1.284655,0.086573
2024-06-22 05:51:24.205,50.908,,1.278400,0.000000,0.000381,4.362900,1.289654,0.086923
2024-06-22 05:51:24.305,51.008,,1.282190,0.000000,0.000381,4.379577,1.294602,0.087258
2024-06-22 05:51:24.405,51.108,,1.287880,-0.000191,0.000190,4.396905,1.299697,0.087592
2024-06-22 05:51:24.505,51.208,,1.298320,0.000000,0.000571,4.412904,1.304663,0.087938
2024-06-22 05:51:24.605,51.308,,1.303060,0.000000,0.000190,4.429209,1.309646,0.088258
2024-06-22 05:51:24.705,51.408,,1.307800,0.000000,0.000190,4.444050,1.314630,0.088584
2024-06-22 05:51:24.805,51.508,,1.312540,0.000000,0.000381,4.460943,1.319549,0.088881
2024-06-22 05:51:24.905,51.608,,1.317280,-0.000191,0.000000,4.476038,1.324631,0.089521
2024-06-22 05:51:25.005,51.708,,1.322970,0.000000,0.000000,4.490588,1.329604,0.089521
2024-06-22 05:51:25.105,51.808,,1.327720,-0.000191,0.000000,4.505936,1.334573,0.089812
2024-06-22 05:51:25.205,51.908,,1.332460,0.000000,0.000381,4.520720,1.339582,0.090119
2024-06-22 05:51:25.305,52.008,,1.338150,0.000000,0.000381,4.536245,1.344596,0.090414
2024-06-22 05:51:25.405,52.108,,1.332460,0.000000,0.000190,4.551940,1.349589,0.090725
2024-06-22 05:51:25.505,52.208,,1.328660,0.000191,0.000381,3.308625,1.344676,0.091039
2024-06-22 05:51:25.605,52.308,,1.322970,0.000381,0.000190,2.860408,1.339685,0.066172
2024-06-22 05:51:25.705,52.408,,1.318230,-0.000191,0.000190,2.860408,1.339685,0.057208
2024-06-22 05:51:25.805,52.508,,1.313490,0.000000,0.000381,2.304389,1.329715,0.050964
2024-06-22 05:51:25.905,52.608,,1.307800,0.000000,0.000381,2.106779,1.324721,0.042136
2024-06-22 05:51:26.005,52.708,,1.303060,0.000191,0.000190,1.943851,1.319749,0.042136
2024-06-22 05:51:26.105,52.808,,1.298320,0.000191,0.000381,1.807218,1.314745,0.038877
2024-06-22 05:51:26.205,52.908,,1.293580,0.000000,0.000000,1.693443,1.309801,0.036144
2024-06-22 05:51:26.305,53.008,,1.292630,0.000000,0.000190,1.594715,1.304793,0.033869
2024-06-22 05:51:26.405,53.108,,1.287880,0.000000,0.000190,1.511348,1.299862,0.031894
2024-06-22 05:51:26.505,53.208,,1.283140,0.000000,0.000000,1.439375,1.294761,0.030227
2024-06-22 05:51:26.605,53.308,,1.278400,0.000000,0.000381,1.376400,1.289817,0.028788
2024-06-22 05:51:26.705,53.408,,1.273660,0.000000,0.000571,1.321299,1.284800,0.027528
