Format,1,,,,,,,
Emerald Version,3.5.5.0,,,,,,,
Station ID,G21-9800,,,,,,,
Environment,Emerald,,,,,,,
Test Name,AN 0BAR, CA 0BAR CV,,,,,,,
User Name,OB,,,,,,,
Comment,CV Logger,,,,,,,
Test Channel,System,,,,,,,
Logger Name,Process_Data,,,,,,,
Profile Name,CV.ini,,,,,,,
Number Of Tags,6,,,,,,,
Initial Log Rate,100 ms,,,,,,,
Start Time,2024-06-20 08:19:20,,,,,,,
-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------,-----------
~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~,~-~-~-~-~-~
,,,Voltage,Cell Voltage 001,Cell Voltage 002,Gamry-01.Current,Gamry-01.Voltage,Gamry-01.current_density
,s,,V,V,V,A,V,A/cm?
Time Stamp,Elapsed Time,File Mark,voltage,cell_voltage_001,cell_voltage_002,Gamry-01.current,Gamry-01.voltage,Gamry-01.current_density
2024-06-20 08:20:31.405,71.300,,0.399260,-0.000191,0.000381,-1.594732,0.415029,-0.031895
2024-06-20 08:20:31.505,71.400,,0.394520,-0.000191,0.000000,-1.607067,0.409950,-0.032141
2024-06-20 08:20:31.605,71.500,,0.389780,0.000000,0.000190,-1.606544,0.404955,-0.032131
2024-06-20 08:20:31.705,71.600,,0.384090,-0.000191,0.000190,-1.557186,0.395008,-0.031241
2024-06-20 08:20:31.805,71.700,,0.379350,0.000000,0.000190,-1.557186,0.395008,-0.031144
2024-06-20 08:20:31.905,71.800,,0.374610,0.000000,0.000190,-1.542841,0.389961,-0.030857
2024-06-20 08:20:32.005,71.900,,0.369860,0.000000,0.000190,-1.551757,0.380001,-0.031429
2024-06-20 08:20:32.105,72.000,,0.364170,0.000000,0.000190,-1.551757,0.380001,-0.031035
2024-06-20 08:20:32.205,72.100,,0.359430,0.000000,0.000000,-1.494895,0.375052,-0.029898
2024-06-20 08:20:32.305,72.200,,0.354690,-0.000191,0.000381,-1.498304,0.370004,-0.029966
2024-06-20 08:20:32.405,72.300,,0.349950,-0.000191,0.000190,-1.475191,0.364984,-0.029504
2024-06-20 08:20:32.505,72.400,,0.344260,0.000000,0.000381,-1.475412,0.359960,-0.029508
2024-06-20 08:20:32.605,72.500,,0.339520,0.000000,0.000000,-1.476066,0.354986,-0.029521
2024-06-20 08:20:32.705,72.600,,0.334770,0.000000,0.000000,-1.423808,0.349916,-0.028476
2024-06-20 08:20:32.805,72.700,,0.330030,-0.000191,0.000381,-1.418512,0.344986,-0.028370
2024-06-20 08:20:32.905,72.800,,0.324340,-0.000191,0.000381,-1.404909,0.339942,-0.028098
2024-06-20 08:20:33.005,72.900,,0.319600,0.000191,-0.000190,-1.389601,0.334996,-0.027792
2024-06-20 08:20:33.105,73.000,,0.314860,0.000000,0.000571,-1.358293,0.329961,-0.027166
2024-06-20 08:20:33.205,73.100,,0.309170,0.000000,0.000381,-1.341873,0.324938,-0.026837
2024-06-20 08:20:33.305,73.200,,0.304430,0.000000,0.000190,-1.308793,0.319966,-0.026176
2024-06-20 08:20:33.405,73.300,,0.299680,0.000000,0.000190,-1.264837,0.309929,-0.025692
2024-06-20 08:20:33.505,73.400,,0.294940,0.000000,0.000190,-1.264837,0.309929,-0.025297
2024-06-20 08:20:33.605,73.500,,0.289250,0.000000,0.000000,-1.228322,0.305025,-0.024566
2024-06-20 08:20:33.705,73.600,,0.284510,0.000000,0.000000,-1.200019,0.300000,-0.024000
2024-06-20 08:20:33.805,73.700,,0.279770,0.000000,0.000190,-1.178567,0.295031,-0.023571
2024-06-20 08:20:33.905,73.800,,0.274080,0.000000,0.000381,-1.149192,0.289986,-0.022984
2024-06-20 08:20:34.005,73.900,,0.269340,-0.000381,0.000000,-1.115226,0.284961,-0.022305
2024-06-20 08:20:34.105,74.000,,0.264590,0.000000,0.000190,-1.066396,0.279996,-0.021328
2024-06-20 08:20:34.205,74.100,,0.259850,0.000191,0.000000,-1.041356,0.275036,-0.020827
2024-06-20 08:20:34.305,74.200,,0.254160,-0.000191,0.000381,-1.005356,0.269927,-0.020107
2024-06-20 08:20:34.405,74.300,,0.249420,0.000000,0.000381,-0.972872,0.265016,-0.019457
2024-06-20 08:20:34.505,74.400,,0.244680,-0.000191,0.000381,-0.904901,0.255012,-0.018741
2024-06-20 08:20:34.605,74.500,,0.239940,-0.000191,0.000190,-0.904901,0.255012,-0.018098
2024-06-20 08:20:34.705,74.600,,0.234250,-0.000191,0.000190,-0.867792,0.249918,-0.017356
2024-06-20 08:20:34.805,74.700,,0.229510,0.000000,0.000381,-0.796315,0.239939,-0.016753
2024-06-20 08:20:34.905,74.800,,0.224760,0.000000,0.000381,-0.796315,0.239939,-0.015926
2024-06-20 08:20:35.005,74.900,,0.220020,0.000000,0.000190,-0.764774,0.234966,-0.015295
2024-06-20 08:20:35.105,75.000,,0.214330,0.018883,0.015237,-0.731921,0.229938,-0.014638
2024-06-20 08:20:35.205,75.100,,0.209590,0.018883,0.015237,-0.702013,0.224989,-0.014040
2024-06-20 08:20:35.305,75.200,,0.204850,-0.001717,-0.001333,-0.673037,0.219966,-0.013461
2024-06-20 08:20:35.405,75.300,,0.199160,0.000000,0.000190,-0.645469,0.214983,-0.012909
2024-06-20 08:20:35.505,75.400,,0.194420,-0.000191,0.000190,-0.614584,0.209944,-0.012292
2024-06-20 08:20:35.605,75.500,,0.188730,0.000000,0.000571,-0.588534,0.204932,-0.011771
2024-06-20 08:20:35.705,75.600,,0.183980,0.000000,0.000000,-0.559790,0.199952,-0.011196
2024-06-20 08:20:35.805,75.700,,0.179240,-0.000191,0.000190,-0.529203,0.194987,-0.010584
2024-06-20 08:20:35.905,75.800,,0.174500,-0.000191,-0.000190,-0.504963,0.189949,-0.010099
2024-06-20 08:20:36.005,75.900,,0.169760,-0.000191,0.000000,-0.482663,0.184975,-0.009653
2024-06-20 08:20:36.105,76.000,,0.164070,-0.000191,0.000381,-0.461594,0.179928,-0.009232
2024-06-20 08:20:36.205,76.100,,0.159330,0.000000,0.000381,-0.441452,0.175039,-0.008829
2024-06-20 08:20:36.305,76.200,,0.154580,0.000000,0.000381,-0.423045,0.169940,-0.008461
2024-06-20 08:20:36.405,76.300,,0.149840,0.000000,0.000381,-0.405610,0.164968,-0.008112
2024-06-20 08:20:36.505,76.400,,0.145100,-0.000191,0.000000,-0.375212,0.154975,-0.007805
2024-06-20 08:20:36.605,76.500,,0.139410,0.000000,0.000190,-0.375212,0.154975,-0.007504
2024-06-20 08:20:36.705,76.600,,0.134670,0.000000,0.000381,-0.360413,0.149892,-0.007208
2024-06-20 08:20:36.805,76.700,,0.129930,-0.000381,0.000190,-0.347592,0.144954,-0.006952
2024-06-20 08:20:36.905,76.800,,0.124240,0.000000,0.000000,-0.335497,0.139920,-0.006710
2024-06-20 08:20:37.005,76.900,,0.119490,-0.000191,0.000000,-0.324481,0.134940,-0.006490
2024-06-20 08:20:37.105,77.000,,0.114750,-0.000191,0.000190,-0.313982,0.129896,-0.006280
2024-06-20 08:20:37.205,77.100,,0.109060,-0.000381,0.000190,-0.303551,0.124920,-0.006071
2024-06-20 08:20:37.305,77.200,,0.104320,-0.000191,0.000190,-0.294344,0.119942,-0.005887
2024-06-20 08:20:37.405,77.300,,0.099580,-0.000191,0.000000,-0.285206,0.114961,-0.005704
2024-06-20 08:20:37.505,77.400,,0.094840,-0.000191,0.000190,-0.277441,0.109924,-0.005549
2024-06-20 08:20:37.605,77.500,,0.089150,-0.000191,0.000190,-0.269772,0.104957,-0.005395
2024-06-20 08:20:37.705,77.600,,0.090100,0.000000,0.000190,-0.262870,0.099971,-0.005257
2024-06-20 08:20:37.805,77.700,,0.084400,-0.000381,0.000000,-0.255969,0.095037,-0.005119
2024-06-20 08:20:37.905,77.800,,0.079660,-0.000191,0.000381,-0.244427,0.084979,-0.004995
2024-06-20 08:20:38.005,77.900,,0.070180,0.000000,0.000000,-0.244427,0.084979,-0.004889
2024-06-20 08:20:38.105,78.000,,0.064490,-0.000381,0.000190,-0.238511,0.079972,-0.004770
2024-06-20 08:20:38.205,78.100,,0.059750,-0.000191,0.000190,-0.233154,0.075044,-0.004663
2024-06-20 08:20:38.305,78.200,,0.054060,-0.000381,0.000381,-0.228425,0.069962,-0.004569
2024-06-20 08:20:38.405,78.300,,0.049320,-0.000191,0.000190,-0.224362,0.065011,-0.004487
2024-06-20 08:20:38.505,78.400,,0.044570,-0.000191,0.000190,-0.222443,0.060005,-0.004449
2024-06-20 08:20:38.605,78.500,,0.039830,-0.000381,-0.000190,-0.221334,0.055043,-0.004427
2024-06-20 08:20:38.705,78.600,,0.044570,-0.000191,0.000000,-0.219993,0.049953,-0.004400
2024-06-20 08:20:38.805,78.700,,0.049320,-0.000191,0.000381,-0.190259,0.055021,-0.003805
2024-06-20 08:20:38.905,78.800,,0.054060,-0.000191,0.000571,-0.179834,0.059986,-0.003597
2024-06-20 08:20:39.005,78.900,,0.059750,-0.000381,0.000190,-0.163785,0.069946,-0.003413
2024-06-20 08:20:39.105,79.000,,0.064490,-0.000191,0.000381,-0.163785,0.069946,-0.003276
2024-06-20 08:20:39.205,79.100,,0.069230,-0.000191,0.000190,-0.157497,0.075025,-0.003150
2024-06-20 08:20:39.305,79.200,,0.073970,-0.000191,0.000190,-0.152430,0.079952,-0.003049
2024-06-20 08:20:39.405,79.300,,0.079660,-0.000191,0.000190,-0.147523,0.084956,-0.002950
2024-06-20 08:20:39.505,79.400,,0.084400,0.000000,0.000000,-0.142615,0.089898,-0.002852
2024-06-20 08:20:39.605,79.500,,0.089150,-0.000191,0.000381,-0.138410,0.095013,-0.002768
2024-06-20 08:20:39.705,79.600,,0.094840,-0.000572,-0.000190,-0.133919,0.099956,-0.002678
2024-06-20 08:20:39.805,79.700,,0.099580,-0.000191,0.000000,-0.130530,0.104938,-0.002611
2024-06-20 08:20:39.906,79.801,,0.104320,-0.000381,0.000000,-0.126428,0.109894,-0.002529
2024-06-20 08:20:40.005,79.900,,0.110010,-0.000191,0.000190,-0.121567,0.114934,-0.002431
2024-06-20 08:20:40.105,80.000,,0.114750,-0.000381,0.000000,-0.117231,0.119908,-0.002345
2024-06-20 08:20:40.205,80.100,,0.119490,-0.000381,0.000190,-0.113593,0.124894,-0.002272
2024-06-20 08:20:40.305,80.200,,0.124240,-0.000381,0.000190,-0.109453,0.129868,-0.002189
2024-06-20 08:20:40.405,80.300,,0.129930,-0.000381,0.000381,-0.105039,0.134913,-0.002101
2024-06-20 08:20:40.505,80.400,,0.134670,-0.000381,0.000190,-0.098970,0.139891,-0.001979
2024-06-20 08:20:40.605,80.500,,0.139410,-0.000572,0.000000,-0.093016,0.144923,-0.001860
2024-06-20 08:20:40.705,80.600,,0.144150,-0.000381,0.000381,-0.080037,0.154942,-0.001737
2024-06-20 08:20:40.805,80.700,,0.149840,-0.000381,0.000190,-0.080037,0.154942,-0.001601
2024-06-20 08:20:40.905,80.800,,0.149840,-0.000191,0.000190,-0.072491,0.159923,-0.001450
2024-06-20 08:20:41.005,80.900,,0.159330,-0.000381,0.000000,-0.063727,0.164932,-0.001275
2024-06-20 08:20:41.105,81.000,,0.164070,-0.000381,0.000190,-0.054337,0.169889,-0.001087
2024-06-20 08:20:41.205,81.100,,0.169760,-0.000381,0.000190,-0.044415,0.175004,-0.000888
2024-06-20 08:20:41.305,81.200,,0.174500,-0.000381,0.000381,-0.033293,0.179896,-0.000666
2024-06-20 08:20:41.405,81.300,,0.179240,-0.000381,0.000190,-0.021157,0.184930,-0.000423
2024-06-20 08:20:41.505,81.400,,0.184930,-0.000381,0.000381,-0.006683,0.189905,-0.000134
2024-06-20 08:20:41.605,81.500,,0.189670,-0.000381,0.000381,0.009139,0.194928,0.000183
2024-06-20 08:20:41.705,81.600,,0.194420,-0.000572,0.000190,0.026653,0.199902,0.000533
2024-06-20 08:20:41.805,81.700,,0.199160,-0.000191,0.000571,0.044842,0.204892,0.000897
2024-06-20 08:20:41.905,81.800,,0.204850,-0.000381,0.000381,0.069363,0.209892,0.001387
2024-06-20 08:20:42.005,81.900,,0.209590,-0.000191,0.000381,0.092109,0.214926,0.001842
2024-06-20 08:20:42.105,82.000,,0.214330,-0.000191,0.000190,0.122208,0.219909,0.002444
2024-06-20 08:20:42.205,82.100,,0.219070,-0.000381,0.000000,0.151614,0.224938,0.003032
2024-06-20 08:20:42.305,82.200,,0.224760,-0.000381,0.000190,0.183941,0.229879,0.003679
2024-06-20 08:20:42.405,82.300,,0.229510,-0.000381,0.000190,0.221357,0.234895,0.004427
2024-06-20 08:20:42.505,82.400,,0.234250,-0.000381,0.000190,0.264443,0.239879,0.005289
2024-06-20 08:20:42.605,82.500,,0.239940,-0.000381,0.000000,0.309800,0.244831,0.006196
2024-06-20 08:20:42.705,82.600,,0.244680,-0.000191,0.000190,0.420160,0.254914,0.008403
2024-06-20 08:20:42.805,82.700,,0.249420,-0.000381,0.000000,0.420160,0.254914,0.008403
2024-06-20 08:20:42.905,82.800,,0.254160,-0.000381,-0.000190,0.481728,0.259904,0.009635
2024-06-20 08:20:43.006,82.901,,0.259850,-0.000381,0.000190,0.626982,0.269856,0.012540
2024-06-20 08:20:43.105,83.000,,0.264590,-0.000381,0.000381,0.626982,0.269856,0.012540
2024-06-20 08:20:43.205,83.100,,0.269340,-0.000381,0.000381,0.715318,0.274935,0.012540
2024-06-20 08:20:43.305,83.200,,0.274080,-0.000381,0.000190,0.802806,0.279893,0.014306
2024-06-20 08:20:43.405,83.300,,0.278820,0.001717,0.008571,0.894235,0.284860,0.016056
2024-06-20 08:20:43.505,83.400,,0.284510,-0.009536,-0.008190,1.000940,0.289862,0.017885
2024-06-20 08:20:43.605,83.500,,0.289250,-0.000381,0.000000,1.107305,0.294880,0.020019
2024-06-20 08:20:43.705,83.600,,0.293990,-0.000381,0.000000,1.206503,0.299874,0.022146
2024-06-20 08:20:43.805,83.700,,0.299680,-0.000381,0.000190,1.293342,0.304896,0.024130
2024-06-20 08:20:43.905,83.800,,0.304430,-0.000381,0.000000,1.378812,0.309830,0.025867
2024-06-20 08:20:44.005,83.900,,0.309170,-0.000381,0.000190,1.454955,0.314827,0.027576
2024-06-20 08:20:44.105,84.000,,0.313910,-0.000381,0.000190,1.535922,0.324811,0.029099
2024-06-20 08:20:44.205,84.100,,0.319600,-0.018691,-0.017332,1.535922,0.324811,0.030718
2024-06-20 08:20:44.305,84.200,,0.324340,-0.000381,0.000190,1.547046,0.329796,0.030718
2024-06-20 08:20:44.405,84.300,,0.324340,-0.000763,0.000000,1.555839,0.339826,0.030941
2024-06-20 08:20:44.505,84.400,,0.329080,-0.000381,0.000381,1.555839,0.339826,0.031117
2024-06-20 08:20:44.605,84.500,,0.339520,-0.000381,0.000190,1.559085,0.344812,0.031117
2024-06-20 08:20:44.705,84.600,,0.344260,-0.000381,0.000000,1.542947,0.349816,0.031182
2024-06-20 08:20:44.805,84.700,,0.349000,-0.000572,0.000190,1.528960,0.354784,0.030579
2024-06-20 08:20:44.905,84.800,,0.354690,-0.000572,0.000381,1.566158,0.359835,0.030579
2024-06-20 08:20:45.005,84.900,,0.359430,-0.000381,0.000000,1.565355,0.364837,0.031323
2024-06-20 08:20:45.105,85.000,,0.364170,-0.000572,0.000381,1.563703,0.369842,0.031274
2024-06-20 08:20:45.205,85.100,,0.368920,-0.000381,0.000190,1.555414,0.374882,0.031274
2024-06-20 08:20:45.305,85.200,,0.374610,-0.000381,0.000190,1.581300,0.379857,0.031108
2024-06-20 08:20:45.405,85.300,,0.379350,-0.000381,0.000190,1.586452,0.384823,0.031729
2024-06-20 08:20:45.505,85.400,,0.384090,-0.000572,0.000190,1.608279,0.389825,0.031729
2024-06-20 08:20:45.605,85.500,,0.388830,-0.000572,0.000381,1.602782,0.394831,0.032166
2024-06-20 08:20:45.705,85.600,,0.394520,-0.000572,0.000190,1.599734,0.399827,0.031995
2024-06-20 08:20:45.805,85.700,,0.399260,-0.000572,-0.000190,1.636776,0.404816,0.031995
2024-06-20 08:20:45.905,85.800,,0.404950,-0.000572,0.000381,1.664255,0.409797,0.032736
2024-06-20 08:20:46.005,85.900,,0.408750,-0.000381,0.000190,1.667159,0.414849,0.033343
2024-06-20 08:20:46.105,86.000,,0.414440,-0.000572,0.000190,1.647225,0.419843,0.033343
2024-06-20 08:20:46.205,86.100,,0.419180,-0.000572,0.000190,1.685844,0.424881,0.032945
2024-06-20 08:20:46.305,86.200,,0.423920,-0.000381,0.000381,1.700823,0.429823,0.034016
2024-06-20 08:20:46.405,86.300,,0.428660,-0.000191,0.000381,1.721158,0.439830,0.034016
2024-06-20 08:20:46.505,86.400,,0.434350,-0.000381,0.000381,1.721158,0.439830,0.034423
2024-06-20 08:20:46.605,86.500,,0.439090,-0.000381,0.000381,1.724525,0.444811,0.034423
2024-06-20 08:20:46.705,86.600,,0.443840,-0.000572,0.000000,1.741326,0.449752,0.034491
2024-06-20 08:20:46.805,86.700,,0.449530,-0.000381,0.000190,1.764464,0.454834,0.035289
2024-06-20 08:20:46.905,86.800,,0.454270,-0.000191,0.000190,1.756179,0.459836,0.035289
2024-06-20 08:20:47.005,86.900,,0.459010,-0.000191,0.000381,1.766257,0.464874,0.035124
2024-06-20 08:20:47.105,87.000,,0.463750,-0.000381,0.000381,1.795495,0.469847,0.035910
2024-06-20 08:20:47.205,87.100,,0.469440,-0.000381,0.000190,1.843219,0.474853,0.035910
2024-06-20 08:20:47.305,87.200,,0.469440,-0.000191,0.000000,1.828805,0.479849,0.036864
2024-06-20 08:20:47.405,87.300,,0.474180,-0.000191,0.000381,1.834589,0.484839,0.036692
2024-06-20 08:20:47.505,87.400,,0.478930,-0.000572,0.000190,1.866039,0.489814,0.036692
2024-06-20 08:20:47.605,87.500,,0.489360,-0.000572,0.000190,1.873321,0.494850,0.037321
2024-06-20 08:20:47.706,87.601,,0.494100,-0.000191,0.000190,1.884990,0.499812,0.037700
2024-06-20 08:20:47.806,87.701,,0.498840,-0.000381,0.000190,1.925393,0.509813,0.037700
2024-06-20 08:20:47.905,87.800,,0.503580,-0.000381,0.000190,1.925393,0.509813,0.038508
2024-06-20 08:20:48.005,87.900,,0.509270,-0.000381,0.000190,1.934481,0.514759,0.038690
2024-06-20 08:20:48.105,88.000,,0.514020,-0.000572,0.000190,1.966259,0.519798,0.038690
2024-06-20 08:20:48.205,88.100,,0.518760,-0.000191,0.000190,2.003355,0.524782,0.040067
2024-06-20 08:20:48.305,88.200,,0.523500,-0.000572,0.000190,2.003010,0.529739,0.040067
2024-06-20 08:20:48.405,88.300,,0.529190,-0.000191,0.000190,2.014836,0.534792,0.040060
2024-06-20 08:20:48.505,88.400,,0.533930,-0.000381,0.000190,2.077478,0.539794,0.041550
2024-06-20 08:20:48.606,88.501,,0.538670,-0.000381,0.000190,2.066240,0.544753,0.041550
2024-06-20 08:20:48.705,88.600,,0.544360,-0.000191,0.000190,2.099122,0.549786,0.041325
2024-06-20 08:20:48.805,88.700,,0.549110,-0.000191,0.000000,2.102228,0.554715,0.042045
2024-06-20 08:20:48.905,88.800,,0.553850,-0.000381,0.000190,2.150915,0.559787,0.042045
2024-06-20 08:20:49.005,88.900,,0.558590,-0.000381,0.000190,2.167325,0.564763,0.043018
2024-06-20 08:20:49.105,89.000,,0.563330,-0.000381,0.000190,2.179773,0.569779,0.043595
2024-06-20 08:20:49.205,89.100,,0.569020,-0.000381,0.000000,2.235465,0.579815,0.043595
2024-06-20 08:20:49.305,89.200,,0.573760,-0.000191,0.000000,2.235465,0.579815,0.044709
2024-06-20 08:20:49.405,89.300,,0.578500,-0.000191,-0.000190,2.287682,0.584806,0.045754
2024-06-20 08:20:49.505,89.400,,0.583250,-0.000191,0.000190,2.297119,0.589766,0.045754
2024-06-20 08:20:49.605,89.500,,0.588940,-0.000381,0.000190,2.330530,0.594757,0.046611
2024-06-20 08:20:49.705,89.600,,0.593680,-0.000191,0.000381,2.365594,0.599792,0.047312
2024-06-20 08:20:49.805,89.700,,0.598420,-0.000381,0.000190,2.351765,0.604729,0.047312
2024-06-20 08:20:49.905,89.800,,0.604110,-0.000381,0.000381,2.414594,0.609732,0.048292
2024-06-20 08:20:50.005,89.900,,0.608850,-0.000191,0.000190,2.448900,0.614728,0.048978
2024-06-20 08:20:50.105,90.000,,0.613590,-0.000191,0.000000,2.458699,0.619783,0.048978
2024-06-20 08:20:50.205,90.100,,0.618340,-0.000191,0.000190,2.508293,0.624758,0.050166
2024-06-20 08:20:50.305,90.200,,0.624030,-0.000381,0.000381,2.513457,0.629761,0.050166
2024-06-20 08:20:50.405,90.300,,0.629720,-0.000191,0.000381,2.554531,0.634739,0.050269
2024-06-20 08:20:50.505,90.400,,0.631610,-0.000381,0.000190,2.538198,0.639791,0.050764
2024-06-20 08:20:50.605,90.500,,0.638250,-0.000191,0.000000,2.641347,0.649725,0.050764
2024-06-20 08:20:50.705,90.600,,0.643940,-0.000381,0.000381,2.641347,0.649725,0.052827
2024-06-20 08:20:50.805,90.700,,0.648680,-0.000381,0.000000,2.605695,0.654686,0.052114
2024-06-20 08:20:50.905,90.800,,0.654370,0.000000,0.000381,2.683600,0.659774,0.052114
2024-06-20 08:20:51.005,90.900,,0.659120,-0.000381,0.000190,2.665455,0.664732,0.053309
2024-06-20 08:20:51.105,91.000,,0.663860,-0.000381,0.000381,2.679198,0.669785,0.053584
2024-06-20 08:20:51.205,91.100,,0.668600,-0.000191,0.000190,2.706411,0.674768,0.053584
2024-06-20 08:20:51.305,91.200,,0.674290,-0.000191,0.000190,2.759892,0.679790,0.055198
2024-06-20 08:20:51.405,91.300,,0.678080,0.000000,0.000381,2.744321,0.684747,0.054886
2024-06-20 08:20:51.505,91.400,,0.683770,0.000000,0.000381,2.749243,0.689737,0.054886
2024-06-20 08:20:51.605,91.500,,0.688520,0.000000,0.000000,2.795361,0.694740,0.055907
2024-06-20 08:20:51.705,91.600,,0.694210,-0.000191,0.000381,2.788875,0.699794,0.055907
2024-06-20 08:20:51.806,91.701,,0.698950,0.000000,0.000381,2.796263,0.704719,0.055777
2024-06-20 08:20:51.905,91.800,,0.703690,0.000000,0.000571,2.784400,0.709777,0.055688
2024-06-20 08:20:52.005,91.900,,0.708430,-0.000191,0.000190,2.824956,0.719758,0.055688
2024-06-20 08:20:52.105,92.000,,0.714120,-0.000191,0.000381,2.824956,0.719758,0.056499
2024-06-20 08:20:52.205,92.100,,0.718860,0.000000,0.000381,2.796684,0.724729,0.055934
2024-06-20 08:20:52.305,92.200,,0.723610,-0.000191,0.000381,2.855778,0.729725,0.055934
2024-06-20 08:20:52.405,92.300,,0.728350,-0.000191,0.000190,2.854280,0.734716,0.057086
2024-06-20 08:20:52.505,92.400,,0.734040,0.000000,0.000190,2.825068,0.739778,0.056501
2024-06-20 08:20:52.605,92.500,,0.738780,-0.000191,0.000190,2.840025,0.744697,0.056501
2024-06-20 08:20:52.705,92.600,,0.743520,-0.000381,0.000190,2.857011,0.749735,0.057140
2024-06-20 08:20:52.805,92.700,,0.749210,0.000000,0.000000,2.814820,0.754712,0.056296
2024-06-20 08:20:52.905,92.800,,0.753950,0.000000,0.000381,2.873309,0.759748,0.056296
2024-06-20 08:20:53.005,92.900,,0.758700,0.000000,0.000190,2.833462,0.764691,0.056669
2024-06-20 08:20:53.105,93.000,,0.763440,0.000000,0.000190,2.809120,0.769722,0.056182
2024-06-20 08:20:53.205,93.100,,0.769130,-0.000191,0.000381,2.811386,0.774751,0.056182
2024-06-20 08:20:53.305,93.200,,0.773870,-0.000191,0.000190,2.858441,0.779776,0.057169
2024-06-20 08:20:53.405,93.300,,0.778610,0.000000,0.000381,2.833333,0.784744,0.056667
2024-06-20 08:20:53.505,93.400,,0.783350,-0.000191,0.000190,2.794211,0.789772,0.056667
2024-06-20 08:20:53.605,93.500,,0.792840,-0.000191,0.000571,2.780161,0.794686,0.055603
2024-06-20 08:20:53.705,93.600,,0.793780,-0.000191,0.000381,2.796950,0.804737,0.056615
2024-06-20 08:20:53.805,93.700,,0.798530,-0.000191,0.000381,2.796950,0.804737,0.055939
2024-06-20 08:20:53.905,93.800,,0.798530,0.000000,0.000190,2.744635,0.809678,0.054893
2024-06-20 08:20:54.005,93.900,,0.804220,0.000191,0.000190,2.740649,0.814728,0.054813
2024-06-20 08:20:54.105,94.000,,0.808960,-0.000191,0.000190,2.766657,0.819764,0.055333
2024-06-20 08:20:54.205,94.100,,0.818440,0.000000,0.000190,2.743873,0.824750,0.054877
2024-06-20 08:20:54.305,94.200,,0.823180,0.000000,0.000381,2.738137,0.829777,0.054877
2024-06-20 08:20:54.405,94.300,,0.828870,0.000000,0.000190,2.727592,0.834726,0.054552
2024-06-20 08:20:54.505,94.400,,0.833620,-0.000381,0.000190,2.660939,0.839806,0.053219
2024-06-20 08:20:54.605,94.500,,0.838360,0.000000,0.000000,2.660017,0.844756,0.053219
2024-06-20 08:20:54.705,94.600,,0.844050,0.000191,0.000381,2.705596,0.849721,0.054112
2024-06-20 08:20:54.805,94.700,,0.848790,0.000000,0.000190,2.594378,0.859785,0.053160
2024-06-20 08:20:54.905,94.800,,0.853530,-0.000191,0.000190,2.594378,0.859785,0.051888
2024-06-20 08:20:55.005,94.900,,0.858270,-0.000191,0.000190,2.607043,0.864736,0.052141
2024-06-20 08:20:55.105,95.000,,0.863020,-0.000191,0.000190,2.623135,0.869760,0.052463
2024-06-20 08:20:55.205,95.100,,0.868710,0.000000,0.000190,2.583266,0.874780,0.051665
2024-06-20 08:20:55.305,95.200,,0.873450,-0.000191,0.000190,2.570321,0.879803,0.051406
2024-06-20 08:20:55.405,95.300,,0.878190,-0.000191,0.000381,2.512564,0.884747,0.050251
2024-06-20 08:20:55.505,95.400,,0.883880,-0.000191,0.000190,2.563200,0.889749,0.051264
2024-06-20 08:20:55.605,95.500,,0.888620,0.000000,0.000381,2.514490,0.894811,0.050290
2024-06-20 08:20:55.705,95.600,,0.893360,0.000000,0.000190,2.498541,0.899799,0.050290
2024-06-20 08:20:55.805,95.700,,0.898110,0.000000,0.000190,2.437593,0.904772,0.048752
2024-06-20 08:20:55.905,95.800,,0.903800,0.000000,0.000190,2.452302,0.914732,0.049735
2024-06-20 08:20:56.005,95.900,,0.908540,0.000000,0.000190,2.452302,0.914732,0.049046
2024-06-20 08:20:56.105,96.000,,0.913280,-0.000191,0.000190,2.427249,0.919796,0.048545
2024-06-20 08:20:56.205,96.100,,0.918020,0.000000,0.000381,2.416490,0.924713,0.048330
2024-06-20 08:20:56.305,96.200,,0.923710,0.000000,0.000000,2.388190,0.929723,0.047764
2024-06-20 08:20:56.405,96.300,,0.928450,0.000000,0.000000,2.348101,0.934665,0.046962
2024-06-20 08:20:56.505,96.400,,0.933190,-0.000191,0.000381,2.428092,0.939783,0.046962
2024-06-20 08:20:56.605,96.500,,0.938890,0.000000,0.000190,2.358932,0.944728,0.047179
2024-06-20 08:20:56.705,96.600,,0.943630,0.000000,0.000381,2.344334,0.954693,0.047391
2024-06-20 08:20:56.805,96.700,,0.948370,0.000000,0.000190,2.344334,0.954693,0.046887
2024-06-20 08:20:56.905,96.800,,0.953110,0.000000,0.000190,2.345567,0.959737,0.046911
2024-06-20 08:20:57.005,96.900,,0.953110,0.000000,0.000190,2.333837,0.964686,0.046677
2024-06-20 08:20:57.105,97.000,,0.958800,-0.000191,0.000190,2.323818,0.969674,0.046476
2024-06-20 08:20:57.205,97.100,,0.968280,0.000000,0.000381,2.313189,0.974740,0.046264
2024-06-20 08:20:57.305,97.200,,0.973030,0.000000,0.000190,2.373655,0.979777,0.047473
2024-06-20 08:20:57.405,97.300,,0.978720,-0.000191,0.000381,2.322058,0.984761,0.046441
